start,peak,end,peak_counts,background,snr,duration_s,instrument
2026-06-16 13:43:28+00:00,2026-06-16 13:43:36+00:00,2026-06-16 13:43:44+00:00,175.0,0.0,175.0,16.0,HEL1OS
2026-06-16 13:49:31+00:00,2026-06-16 13:49:47+00:00,2026-06-16 13:51:18+00:00,239.0,0.0,239.0,107.0,HEL1OS
2026-06-16 14:08:39+00:00,2026-06-16 14:09:59+00:00,2026-06-16 14:11:57+00:00,265.0,0.0,265.0,198.0,HEL1OS
2026-06-16 14:17:54+00:00,2026-06-16 14:17:54+00:00,2026-06-16 14:18:50+00:00,229.0,0.0,229.0,56.0,HEL1OS
2026-06-16 14:21:01+00:00,2026-06-16 14:21:16+00:00,2026-06-16 14:21:47+00:00,205.0,0.0,205.0,46.0,HEL1OS
2026-06-16 14:27:31+00:00,2026-06-16 14:29:56+00:00,2026-06-16 14:30:27+00:00,289.0,0.0,289.0,176.0,HEL1OS
2026-06-16 14:42:33+00:00,2026-06-16 14:45:20+00:00,2026-06-16 14:45:39+00:00,261.0,0.0,261.0,186.0,HEL1OS
2026-06-16 14:49:52+00:00,2026-06-16 14:50:25+00:00,2026-06-16 14:50:38+00:00,255.0,0.0,255.0,46.0,HEL1OS
2026-06-16 14:56:12+00:00,2026-06-16 14:56:20+00:00,2026-06-16 14:56:33+00:00,229.0,0.0,229.0,21.0,HEL1OS
2026-06-16 14:58:22+00:00,2026-06-16 14:58:29+00:00,2026-06-16 14:59:06+00:00,212.0,0.0,212.0,44.0,HEL1OS
2026-06-16 15:00:55+00:00,2026-06-16 15:00:57+00:00,2026-06-16 15:01:20+00:00,218.0,0.0,218.0,25.0,HEL1OS
2026-06-16 15:13:09+00:00,2026-06-16 15:17:12+00:00,2026-06-16 15:17:51+00:00,333.0,0.0,333.0,282.0,HEL1OS
2026-06-16 15:21:55+00:00,2026-06-16 15:22:33+00:00,2026-06-16 15:22:42+00:00,206.0,0.0,206.0,47.0,HEL1OS
2026-06-16 15:30:11+00:00,2026-06-16 15:30:15+00:00,2026-06-16 15:31:45+00:00,336.0,0.0,336.0,94.0,HEL1OS
2026-06-16 15:33:36+00:00,2026-06-16 15:35:28+00:00,2026-06-16 15:35:44+00:00,274.0,0.0,274.0,128.0,HEL1OS
2026-06-16 15:42:03+00:00,2026-06-16 15:42:35+00:00,2026-06-16 15:43:29+00:00,205.0,0.0,205.0,86.0,HEL1OS
2026-06-16 15:49:29+00:00,2026-06-16 15:50:23+00:00,2026-06-16 15:50:37+00:00,274.0,0.0,274.0,68.0,HEL1OS
2026-06-16 15:52:58+00:00,2026-06-16 15:54:48+00:00,2026-06-16 15:57:27+00:00,327.0,0.0,327.0,269.0,HEL1OS
2026-06-16 16:06:50+00:00,2026-06-16 16:08:02+00:00,2026-06-16 16:10:36+00:00,294.0,0.0,294.0,226.0,HEL1OS
2026-06-16 16:18:37+00:00,2026-06-16 16:19:46+00:00,2026-06-16 16:20:36+00:00,264.0,0.0,264.0,119.0,HEL1OS
2026-06-16 16:38:24+00:00,2026-06-16 16:40:32+00:00,2026-06-16 16:42:24+00:00,341.0,0.0,341.0,240.0,HEL1OS
2026-06-16 16:49:39+00:00,2026-06-16 16:50:00+00:00,2026-06-16 16:51:09+00:00,250.0,0.0,250.0,90.0,HEL1OS
2026-06-16 16:54:06+00:00,2026-06-16 16:54:27+00:00,2026-06-16 16:54:27+00:00,244.0,0.0,244.0,21.0,HEL1OS
2026-06-16 16:57:19+00:00,2026-06-16 16:57:42+00:00,2026-06-16 16:58:29+00:00,250.0,0.0,250.0,70.0,HEL1OS
2026-06-16 17:04:04+00:00,2026-06-16 17:04:34+00:00,2026-06-16 17:07:24+00:00,273.0,0.0,273.0,200.0,HEL1OS
2026-06-16 17:11:02+00:00,2026-06-16 17:12:08+00:00,2026-06-16 17:12:22+00:00,280.0,0.0,280.0,80.0,HEL1OS
2026-06-16 17:18:46+00:00,2026-06-16 17:18:52+00:00,2026-06-16 17:20:25+00:00,352.0,0.0,352.0,99.0,HEL1OS
2026-06-16 17:35:43+00:00,2026-06-16 17:35:58+00:00,2026-06-16 17:36:04+00:00,212.0,0.0,212.0,21.0,HEL1OS
2026-06-16 17:37:38+00:00,2026-06-16 17:38:03+00:00,2026-06-16 17:38:08+00:00,243.0,0.0,243.0,30.0,HEL1OS
2026-06-16 17:43:33+00:00,2026-06-16 17:44:26+00:00,2026-06-16 17:44:54+00:00,263.0,0.0,263.0,81.0,HEL1OS
2026-06-16 17:55:07+00:00,2026-06-16 17:56:13+00:00,2026-06-16 17:59:24+00:00,289.0,0.0,289.0,257.0,HEL1OS
2026-06-16 18:08:00+00:00,2026-06-16 18:08:25+00:00,2026-06-16 18:08:38+00:00,206.0,0.0,206.0,38.0,HEL1OS
2026-06-16 18:10:44+00:00,2026-06-16 18:11:22+00:00,2026-06-16 18:11:28+00:00,190.0,0.0,190.0,44.0,HEL1OS
2026-06-16 18:15:01+00:00,2026-06-16 18:15:10+00:00,2026-06-16 18:15:32+00:00,251.0,0.0,251.0,31.0,HEL1OS
2026-06-16 18:17:12+00:00,2026-06-16 18:17:21+00:00,2026-06-16 18:17:52+00:00,262.0,0.0,262.0,40.0,HEL1OS
2026-06-16 18:34:13+00:00,2026-06-16 18:35:30+00:00,2026-06-16 18:36:18+00:00,273.0,0.0,273.0,125.0,HEL1OS
2026-06-16 18:40:30+00:00,2026-06-16 18:41:32+00:00,2026-06-16 18:41:38+00:00,259.0,0.0,259.0,68.0,HEL1OS
2026-06-16 18:47:40+00:00,2026-06-16 18:48:04+00:00,2026-06-16 18:48:50+00:00,260.0,0.0,260.0,70.0,HEL1OS
2026-06-16 18:59:44+00:00,2026-06-16 19:00:06+00:00,2026-06-16 19:00:06+00:00,214.0,0.0,214.0,22.0,HEL1OS
2026-06-16 19:14:05+00:00,2026-06-16 19:14:07+00:00,2026-06-16 19:15:17+00:00,268.0,0.0,268.0,72.0,HEL1OS
2026-06-16 19:23:29+00:00,2026-06-16 19:24:00+00:00,2026-06-16 19:24:31+00:00,233.0,0.0,233.0,62.0,HEL1OS
2026-06-16 19:26:28+00:00,2026-06-16 19:27:13+00:00,2026-06-16 19:27:19+00:00,329.0,0.0,329.0,51.0,HEL1OS
2026-06-16 19:29:39+00:00,2026-06-16 19:29:55+00:00,2026-06-16 19:30:19+00:00,206.0,0.0,206.0,40.0,HEL1OS
2026-06-16 19:39:16+00:00,2026-06-16 19:40:34+00:00,2026-06-16 19:40:47+00:00,326.0,0.0,326.0,91.0,HEL1OS
2026-06-16 19:47:46+00:00,2026-06-16 19:47:55+00:00,2026-06-16 19:49:21+00:00,311.0,0.0,311.0,95.0,HEL1OS
2026-06-16 19:55:44+00:00,2026-06-16 19:55:59+00:00,2026-06-16 19:56:15+00:00,198.0,0.0,198.0,31.0,HEL1OS
2026-06-16 20:00:18+00:00,2026-06-16 20:02:14+00:00,2026-06-16 20:06:44+00:00,286.0,0.0,286.0,386.0,HEL1OS
2026-06-16 20:08:42+00:00,2026-06-16 20:10:36+00:00,2026-06-16 20:11:32+00:00,322.0,0.0,322.0,170.0,HEL1OS
2026-06-16 20:32:46+00:00,2026-06-16 20:32:50+00:00,2026-06-16 20:35:09+00:00,332.0,0.0,332.0,143.0,HEL1OS
2026-06-16 20:49:04+00:00,2026-06-16 20:49:26+00:00,2026-06-16 20:49:38+00:00,235.0,0.0,235.0,34.0,HEL1OS
2026-06-16 20:53:37+00:00,2026-06-16 20:54:44+00:00,2026-06-16 20:55:06+00:00,230.0,0.0,230.0,89.0,HEL1OS
2026-06-16 21:05:15+00:00,2026-06-16 21:05:17+00:00,2026-06-16 21:05:52+00:00,281.0,0.0,281.0,37.0,HEL1OS
2026-06-16 21:30:35+00:00,2026-06-16 21:31:05+00:00,2026-06-16 21:32:18+00:00,320.0,0.0,320.0,103.0,HEL1OS
2026-06-16 21:37:06+00:00,2026-06-16 21:37:51+00:00,2026-06-16 21:37:51+00:00,268.0,0.0,268.0,45.0,HEL1OS
2026-06-16 21:49:17+00:00,2026-06-16 21:49:26+00:00,2026-06-16 21:51:14+00:00,328.0,0.0,328.0,117.0,HEL1OS
2026-06-16 21:53:17+00:00,2026-06-16 21:55:26+00:00,2026-06-16 22:05:08+00:00,315.0,0.0,315.0,711.0,HEL1OS
2026-06-16 22:08:57+00:00,2026-06-16 22:10:00+00:00,2026-06-16 22:10:00+00:00,221.0,0.0,221.0,63.0,HEL1OS
2026-06-16 22:11:41+00:00,2026-06-16 22:11:59+00:00,2026-06-16 22:14:35+00:00,295.0,0.0,295.0,174.0,HEL1OS
2026-06-16 22:24:51+00:00,2026-06-16 22:25:15+00:00,2026-06-16 22:25:29+00:00,210.0,0.0,210.0,38.0,HEL1OS
2026-06-16 22:43:46+00:00,2026-06-16 22:48:04+00:00,2026-06-16 22:48:04+00:00,289.0,0.0,289.0,258.0,HEL1OS
2026-06-16 22:52:28+00:00,2026-06-16 22:52:36+00:00,2026-06-16 22:52:52+00:00,282.0,0.0,282.0,24.0,HEL1OS
2026-06-16 22:58:06+00:00,2026-06-16 22:59:04+00:00,2026-06-16 22:59:09+00:00,318.0,0.0,318.0,63.0,HEL1OS
2026-06-16 23:17:57+00:00,2026-06-16 23:19:14+00:00,2026-06-16 23:23:17+00:00,281.0,0.0,281.0,320.0,HEL1OS
2026-06-16 23:27:10+00:00,2026-06-16 23:27:53+00:00,2026-06-16 23:28:40+00:00,379.0,0.0,379.0,90.0,HEL1OS
2026-06-16 23:35:53+00:00,2026-06-16 23:36:18+00:00,2026-06-16 23:37:03+00:00,194.0,0.0,194.0,70.0,HEL1OS
2026-06-16 23:46:55+00:00,2026-06-16 23:47:17+00:00,2026-06-16 23:47:24+00:00,166.0,0.0,166.0,29.0,HEL1OS
2026-06-16 23:52:51+00:00,2026-06-16 23:52:57+00:00,2026-06-16 23:57:13+00:00,361.0,0.0,361.0,262.0,HEL1OS
