start_utc,peak_utc,end_utc,duration_s,sxr_peak_counts,snr_sxr,hxr_detected,hxr_peak_counts,snr_hxr,source,sxr_peak_flux_wm2,goes_class,goes_class_num
2026-06-06 00:08:22+00:00,2026-06-06 00:08:24+00:00,2026-06-06 00:08:53+00:00,31.0,,,True,232.0,232.0,HXR_only,,?,0
2026-06-06 00:37:00+00:00,2026-06-06 00:37:37+00:00,2026-06-06 00:37:53+00:00,53.0,,,True,311.0,311.0,HXR_only,,?,0
2026-06-06 01:15:56+00:00,2026-06-06 01:16:19+00:00,2026-06-06 01:17:20+00:00,84.0,,,True,261.0,261.0,HXR_only,,?,0
2026-06-06 01:19:00+00:00,2026-06-06 01:19:25+00:00,2026-06-06 01:21:37+00:00,157.0,,,True,268.0,268.0,HXR_only,,?,0
2026-06-06 01:38:18+00:00,2026-06-06 01:39:35+00:00,2026-06-06 01:41:39+00:00,201.0,,,True,276.0,276.0,HXR_only,,?,0
2026-06-06 02:01:59+00:00,2026-06-06 02:05:15+00:00,2026-06-06 02:06:25+00:00,266.0,,,True,289.0,289.0,HXR_only,,?,0
2026-06-06 02:09:53+00:00,2026-06-06 02:11:26+00:00,2026-06-06 02:11:50+00:00,117.0,,,True,249.0,249.0,HXR_only,,?,0
2026-06-06 02:32:03+00:00,2026-06-06 02:32:40+00:00,2026-06-06 02:33:24+00:00,81.0,,,True,226.0,226.0,HXR_only,,?,0
2026-06-06 03:04:59+00:00,2026-06-06 03:05:38+00:00,2026-06-06 03:07:45+00:00,166.0,,,True,340.0,340.0,HXR_only,,?,0
2026-06-06 03:27:22+00:00,2026-06-06 03:27:59+00:00,2026-06-06 03:28:00+00:00,38.0,,,True,232.0,232.0,HXR_only,,?,0
2026-06-06 03:33:49+00:00,2026-06-06 03:34:05+00:00,2026-06-06 03:34:27+00:00,38.0,,,True,224.0,224.0,HXR_only,,?,0
2026-06-06 03:51:35+00:00,2026-06-06 03:51:55+00:00,2026-06-06 03:51:55+00:00,20.0,,,True,188.0,188.0,HXR_only,,?,0
2026-06-06 03:59:01+00:00,2026-06-06 03:59:34+00:00,2026-06-06 03:59:39+00:00,38.0,,,True,225.0,225.0,HXR_only,,?,0
2026-06-06 04:07:09+00:00,2026-06-06 04:07:23+00:00,2026-06-06 04:08:19+00:00,70.0,,,True,236.0,236.0,HXR_only,,?,0
2026-06-06 04:16:01+00:00,2026-06-06 04:16:03+00:00,2026-06-06 04:16:57+00:00,56.0,,,True,246.0,246.0,HXR_only,,?,0
2026-06-06 04:18:56+00:00,2026-06-06 04:19:03+00:00,2026-06-06 04:19:40+00:00,44.0,,,True,237.0,237.0,HXR_only,,?,0
2026-06-06 04:22:59+00:00,2026-06-06 04:24:08+00:00,2026-06-06 04:24:59+00:00,120.0,,,True,343.0,343.0,HXR_only,,?,0
2026-06-06 04:30:39+00:00,2026-06-06 04:31:31+00:00,2026-06-06 04:31:31+00:00,52.0,,,True,232.0,232.0,HXR_only,,?,0
2026-06-06 04:38:27+00:00,2026-06-06 04:38:43+00:00,2026-06-06 04:40:07+00:00,100.0,,,True,224.0,224.0,HXR_only,,?,0
2026-06-06 05:33:36+00:00,2026-06-06 05:35:09+00:00,2026-06-06 05:35:34+00:00,118.0,,,True,325.0,325.0,HXR_only,,?,0
2026-06-06 05:53:13+00:00,2026-06-06 05:54:52+00:00,2026-06-06 05:58:41+00:00,328.0,,,True,267.0,267.0,HXR_only,,?,0
2026-06-06 06:29:19+00:00,2026-06-06 06:29:40+00:00,2026-06-06 06:30:27+00:00,68.0,105.0,3.888888888888889,True,270.0,270.0,SXR+HXR,1.48575e-06,C,2
2026-06-06 06:42:14+00:00,2026-06-06 06:42:20+00:00,2026-06-06 06:43:42+00:00,88.0,,,True,247.0,247.0,HXR_only,,?,0
2026-06-06 06:50:37+00:00,2026-06-06 06:52:04+00:00,2026-06-06 06:52:48+00:00,131.0,,,True,251.0,251.0,HXR_only,,?,0
2026-06-06 07:06:16+00:00,2026-06-06 07:06:18+00:00,2026-06-06 07:07:29+00:00,73.0,,,True,213.0,213.0,HXR_only,,?,0
2026-06-06 07:29:18+00:00,2026-06-06 07:29:34+00:00,2026-06-06 07:30:44+00:00,86.0,,,True,280.0,280.0,HXR_only,,?,0
2026-06-06 08:11:09+00:00,2026-06-06 08:11:17+00:00,2026-06-06 08:12:07+00:00,58.0,,,True,300.0,300.0,HXR_only,,?,0
2026-06-06 08:15:23+00:00,2026-06-06 08:15:23+00:00,2026-06-06 08:15:45+00:00,22.0,,,True,243.0,243.0,HXR_only,,?,0
2026-06-06 08:17:36+00:00,2026-06-06 08:17:57+00:00,2026-06-06 08:17:58+00:00,22.0,,,True,225.0,225.0,HXR_only,,?,0
2026-06-06 08:27:19+00:00,2026-06-06 08:27:43+00:00,2026-06-06 08:27:50+00:00,31.0,,,True,202.0,202.0,HXR_only,,?,0
2026-06-06 08:32:33+00:00,2026-06-06 08:32:42+00:00,2026-06-06 08:33:22+00:00,49.0,,,True,246.0,246.0,HXR_only,,?,0
2026-06-06 08:36:32+00:00,2026-06-06 08:36:40+00:00,2026-06-06 08:36:46+00:00,14.0,,,True,270.0,270.0,HXR_only,,?,0
