start,peak,end,peak_counts,background,snr,duration_s,instrument
2026-06-10 03:21:22+00:00,2026-06-10 03:21:28+00:00,2026-06-10 03:21:52+00:00,244.0,0.0,244.0,30.0,HEL1OS
2026-06-10 03:33:10+00:00,2026-06-10 03:33:19+00:00,2026-06-10 03:33:41+00:00,210.0,0.0,210.0,31.0,HEL1OS
2026-06-10 03:41:49+00:00,2026-06-10 03:42:18+00:00,2026-06-10 03:42:18+00:00,214.0,0.0,214.0,29.0,HEL1OS
2026-06-10 03:48:27+00:00,2026-06-10 03:49:13+00:00,2026-06-10 03:50:27+00:00,289.0,0.0,289.0,120.0,HEL1OS
2026-06-10 03:57:47+00:00,2026-06-10 03:57:49+00:00,2026-06-10 03:58:18+00:00,212.0,0.0,212.0,31.0,HEL1OS
2026-06-10 04:04:35+00:00,2026-06-10 04:04:50+00:00,2026-06-10 04:05:04+00:00,186.0,0.0,186.0,29.0,HEL1OS
2026-06-10 04:08:17+00:00,2026-06-10 04:11:02+00:00,2026-06-10 04:11:40+00:00,255.0,0.0,255.0,203.0,HEL1OS
2026-06-10 04:19:48+00:00,2026-06-10 04:20:33+00:00,2026-06-10 04:20:40+00:00,228.0,0.0,228.0,52.0,HEL1OS
2026-06-10 04:43:18+00:00,2026-06-10 04:43:33+00:00,2026-06-10 04:44:02+00:00,277.0,0.0,277.0,44.0,HEL1OS
2026-06-10 04:53:30+00:00,2026-06-10 04:53:56+00:00,2026-06-10 04:54:47+00:00,287.0,0.0,287.0,77.0,HEL1OS
2026-06-10 04:58:07+00:00,2026-06-10 04:58:07+00:00,2026-06-10 04:58:22+00:00,220.0,0.0,220.0,15.0,HEL1OS
2026-06-10 05:08:43+00:00,2026-06-10 05:09:58+00:00,2026-06-10 05:10:12+00:00,326.0,0.0,326.0,89.0,HEL1OS
2026-06-10 05:34:50+00:00,2026-06-10 05:35:36+00:00,2026-06-10 05:37:58+00:00,302.0,0.0,302.0,188.0,HEL1OS
2026-06-10 05:47:00+00:00,2026-06-10 05:48:25+00:00,2026-06-10 05:48:41+00:00,287.0,0.0,287.0,101.0,HEL1OS
2026-06-10 06:05:46+00:00,2026-06-10 06:06:48+00:00,2026-06-10 06:07:31+00:00,215.0,0.0,215.0,105.0,HEL1OS
2026-06-10 06:11:44+00:00,2026-06-10 06:11:46+00:00,2026-06-10 06:12:11+00:00,138.0,0.0,138.0,27.0,HEL1OS
2026-06-10 06:17:56+00:00,2026-06-10 06:19:11+00:00,2026-06-10 06:19:11+00:00,199.0,0.0,199.0,75.0,HEL1OS
2026-06-10 06:28:03+00:00,2026-06-10 06:28:12+00:00,2026-06-10 06:29:04+00:00,247.0,0.0,247.0,61.0,HEL1OS
2026-06-10 06:35:59+00:00,2026-06-10 06:36:43+00:00,2026-06-10 06:37:05+00:00,233.0,0.0,233.0,66.0,HEL1OS
2026-06-10 06:45:46+00:00,2026-06-10 06:46:32+00:00,2026-06-10 06:46:59+00:00,265.0,0.0,265.0,73.0,HEL1OS
2026-06-10 06:54:49+00:00,2026-06-10 06:54:57+00:00,2026-06-10 06:55:29+00:00,231.0,0.0,231.0,40.0,HEL1OS
2026-06-10 07:01:37+00:00,2026-06-10 07:01:39+00:00,2026-06-10 07:02:33+00:00,294.0,0.0,294.0,56.0,HEL1OS
2026-06-10 07:18:27+00:00,2026-06-10 07:19:58+00:00,2026-06-10 07:20:45+00:00,288.0,0.0,288.0,138.0,HEL1OS
2026-06-10 07:25:48+00:00,2026-06-10 07:25:48+00:00,2026-06-10 07:26:20+00:00,208.0,0.0,208.0,32.0,HEL1OS
2026-06-10 07:36:48+00:00,2026-06-10 07:37:10+00:00,2026-06-10 07:39:44+00:00,313.0,0.0,313.0,176.0,HEL1OS
2026-06-10 07:41:35+00:00,2026-06-10 07:41:39+00:00,2026-06-10 07:45:25+00:00,280.0,0.0,280.0,230.0,HEL1OS
2026-06-10 07:57:41+00:00,2026-06-10 07:57:48+00:00,2026-06-10 07:58:54+00:00,258.0,0.0,258.0,73.0,HEL1OS
2026-06-10 08:02:31+00:00,2026-06-10 08:06:21+00:00,2026-06-10 08:07:08+00:00,294.0,0.0,294.0,277.0,HEL1OS
2026-06-10 08:09:29+00:00,2026-06-10 08:10:06+00:00,2026-06-10 08:10:35+00:00,234.0,0.0,234.0,66.0,HEL1OS
2026-06-10 08:26:40+00:00,2026-06-10 08:27:14+00:00,2026-06-10 08:27:27+00:00,241.0,0.0,241.0,47.0,HEL1OS
2026-06-10 08:31:42+00:00,2026-06-10 08:32:15+00:00,2026-06-10 08:32:48+00:00,218.0,0.0,218.0,66.0,HEL1OS
2026-06-10 08:39:15+00:00,2026-06-10 08:39:27+00:00,2026-06-10 08:39:27+00:00,252.0,0.0,252.0,12.0,HEL1OS
2026-06-10 08:55:57+00:00,2026-06-10 08:58:14+00:00,2026-06-10 08:58:14+00:00,258.0,0.0,258.0,137.0,HEL1OS
2026-06-10 09:05:05+00:00,2026-06-10 09:05:18+00:00,2026-06-10 09:05:26+00:00,188.0,0.0,188.0,21.0,HEL1OS
2026-06-10 09:13:16+00:00,2026-06-10 09:14:02+00:00,2026-06-10 09:14:43+00:00,222.0,0.0,222.0,87.0,HEL1OS
2026-06-10 09:43:38+00:00,2026-06-10 09:45:08+00:00,2026-06-10 09:45:17+00:00,271.0,0.0,271.0,99.0,HEL1OS
2026-06-10 09:54:54+00:00,2026-06-10 09:57:24+00:00,2026-06-10 09:58:25+00:00,270.0,0.0,270.0,211.0,HEL1OS
2026-06-10 10:05:23+00:00,2026-06-10 10:05:45+00:00,2026-06-10 10:06:30+00:00,249.0,0.0,249.0,67.0,HEL1OS
2026-06-10 10:22:38+00:00,2026-06-10 10:22:51+00:00,2026-06-10 10:25:59+00:00,292.0,0.0,292.0,201.0,HEL1OS
2026-06-10 10:36:41+00:00,2026-06-10 10:37:39+00:00,2026-06-10 10:38:08+00:00,293.0,0.0,293.0,87.0,HEL1OS
2026-06-10 11:09:32+00:00,2026-06-10 11:09:41+00:00,2026-06-10 11:09:43+00:00,155.0,0.0,155.0,11.0,HEL1OS
2026-06-10 12:10:28+00:00,2026-06-10 12:11:37+00:00,2026-06-10 12:12:17+00:00,549.0,0.0,549.0,109.0,HEL1OS
2026-06-10 12:15:24+00:00,2026-06-10 12:15:56+00:00,2026-06-10 12:16:19+00:00,295.0,0.0,295.0,55.0,HEL1OS
2026-06-10 12:20:01+00:00,2026-06-10 12:20:03+00:00,2026-06-10 12:21:22+00:00,351.0,0.0,351.0,81.0,HEL1OS
2026-06-10 12:23:27+00:00,2026-06-10 12:23:51+00:00,2026-06-10 12:24:07+00:00,201.0,0.0,201.0,40.0,HEL1OS
2026-06-10 12:33:23+00:00,2026-06-10 12:33:46+00:00,2026-06-10 12:33:53+00:00,168.0,0.0,168.0,30.0,HEL1OS
2026-06-10 12:41:22+00:00,2026-06-10 12:41:41+00:00,2026-06-10 12:42:57+00:00,293.0,0.0,293.0,95.0,HEL1OS
2026-06-10 12:48:53+00:00,2026-06-10 12:48:53+00:00,2026-06-10 12:49:14+00:00,126.0,0.0,126.0,21.0,HEL1OS
2026-06-10 12:51:54+00:00,2026-06-10 12:51:58+00:00,2026-06-10 12:53:17+00:00,257.0,0.0,257.0,83.0,HEL1OS
2026-06-10 13:01:33+00:00,2026-06-10 13:04:44+00:00,2026-06-10 13:05:12+00:00,313.0,0.0,313.0,219.0,HEL1OS
2026-06-10 13:14:51+00:00,2026-06-10 13:15:24+00:00,2026-06-10 13:15:54+00:00,296.0,0.0,296.0,63.0,HEL1OS
2026-06-10 13:24:17+00:00,2026-06-10 13:24:32+00:00,2026-06-10 13:25:32+00:00,228.0,0.0,228.0,75.0,HEL1OS
2026-06-10 13:37:53+00:00,2026-06-10 13:38:00+00:00,2026-06-10 13:39:42+00:00,269.0,0.0,269.0,109.0,HEL1OS
2026-06-10 13:50:04+00:00,2026-06-10 13:51:36+00:00,2026-06-10 13:52:14+00:00,257.0,0.0,257.0,130.0,HEL1OS
2026-06-10 14:04:59+00:00,2026-06-10 14:08:30+00:00,2026-06-10 14:12:06+00:00,283.0,0.0,283.0,427.0,HEL1OS
2026-06-10 14:13:56+00:00,2026-06-10 14:14:05+00:00,2026-06-10 14:14:13+00:00,293.0,0.0,293.0,17.0,HEL1OS
2026-06-10 14:21:04+00:00,2026-06-10 14:22:00+00:00,2026-06-10 14:22:17+00:00,237.0,0.0,237.0,73.0,HEL1OS
2026-06-10 14:24:29+00:00,2026-06-10 14:25:26+00:00,2026-06-10 14:25:30+00:00,252.0,0.0,252.0,61.0,HEL1OS
2026-06-10 14:30:50+00:00,2026-06-10 14:34:59+00:00,2026-06-10 14:35:46+00:00,404.0,0.0,404.0,296.0,HEL1OS
2026-06-10 14:39:36+00:00,2026-06-10 14:41:53+00:00,2026-06-10 14:42:40+00:00,272.0,0.0,272.0,184.0,HEL1OS
2026-06-10 14:44:19+00:00,2026-06-10 14:44:21+00:00,2026-06-10 14:48:26+00:00,360.0,0.0,360.0,247.0,HEL1OS
2026-06-10 14:51:20+00:00,2026-06-10 14:51:59+00:00,2026-06-10 14:53:10+00:00,202.0,0.0,202.0,110.0,HEL1OS
2026-06-10 14:55:49+00:00,2026-06-10 14:56:33+00:00,2026-06-10 14:58:40+00:00,305.0,0.0,305.0,171.0,HEL1OS
2026-06-10 15:01:02+00:00,2026-06-10 15:01:33+00:00,2026-06-10 15:02:09+00:00,225.0,0.0,225.0,67.0,HEL1OS
2026-06-10 15:07:24+00:00,2026-06-10 15:08:55+00:00,2026-06-10 15:09:52+00:00,308.0,0.0,308.0,148.0,HEL1OS
2026-06-10 15:20:22+00:00,2026-06-10 15:21:54+00:00,2026-06-10 15:22:40+00:00,286.0,0.0,286.0,138.0,HEL1OS
2026-06-10 15:36:37+00:00,2026-06-10 15:37:21+00:00,2026-06-10 15:37:42+00:00,245.0,0.0,245.0,65.0,HEL1OS
2026-06-10 15:48:08+00:00,2026-06-10 15:48:43+00:00,2026-06-10 15:48:43+00:00,299.0,0.0,299.0,35.0,HEL1OS
2026-06-10 15:55:08+00:00,2026-06-10 15:55:25+00:00,2026-06-10 15:55:40+00:00,210.0,0.0,210.0,32.0,HEL1OS
2026-06-10 15:59:19+00:00,2026-06-10 15:59:43+00:00,2026-06-10 16:00:12+00:00,289.0,0.0,289.0,53.0,HEL1OS
2026-06-10 16:04:02+00:00,2026-06-10 16:04:11+00:00,2026-06-10 16:04:18+00:00,234.0,0.0,234.0,16.0,HEL1OS
2026-06-10 16:14:23+00:00,2026-06-10 16:14:31+00:00,2026-06-10 16:14:38+00:00,232.0,0.0,232.0,15.0,HEL1OS
2026-06-10 16:19:07+00:00,2026-06-10 16:19:16+00:00,2026-06-10 16:19:32+00:00,227.0,0.0,227.0,25.0,HEL1OS
2026-06-10 16:25:45+00:00,2026-06-10 16:34:11+00:00,2026-06-10 16:34:26+00:00,424.0,0.0,424.0,521.0,HEL1OS
2026-06-10 16:39:34+00:00,2026-06-10 16:40:42+00:00,2026-06-10 16:41:14+00:00,315.0,0.0,315.0,100.0,HEL1OS
2026-06-10 16:51:27+00:00,2026-06-10 16:53:48+00:00,2026-06-10 16:53:55+00:00,272.0,0.0,272.0,148.0,HEL1OS
2026-06-10 17:05:57+00:00,2026-06-10 17:06:49+00:00,2026-06-10 17:07:11+00:00,236.0,0.0,236.0,74.0,HEL1OS
2026-06-10 17:09:01+00:00,2026-06-10 17:09:01+00:00,2026-06-10 17:13:04+00:00,290.0,0.0,290.0,243.0,HEL1OS
2026-06-10 17:14:44+00:00,2026-06-10 17:15:08+00:00,2026-06-10 17:16:11+00:00,253.0,0.0,253.0,87.0,HEL1OS
2026-06-10 17:22:58+00:00,2026-06-10 17:23:56+00:00,2026-06-10 17:25:34+00:00,216.0,0.0,216.0,156.0,HEL1OS
2026-06-10 17:30:32+00:00,2026-06-10 17:34:57+00:00,2026-06-10 17:36:11+00:00,292.0,0.0,292.0,339.0,HEL1OS
2026-06-10 17:41:49+00:00,2026-06-10 17:43:15+00:00,2026-06-10 17:44:30+00:00,302.0,0.0,302.0,161.0,HEL1OS
2026-06-10 17:49:37+00:00,2026-06-10 17:50:01+00:00,2026-06-10 17:50:24+00:00,255.0,0.0,255.0,47.0,HEL1OS
2026-06-10 18:02:13+00:00,2026-06-10 18:02:25+00:00,2026-06-10 18:02:27+00:00,190.0,0.0,190.0,14.0,HEL1OS
2026-06-10 18:11:12+00:00,2026-06-10 18:12:42+00:00,2026-06-10 18:13:27+00:00,235.0,0.0,235.0,135.0,HEL1OS
2026-06-10 18:15:42+00:00,2026-06-10 18:15:57+00:00,2026-06-10 18:15:57+00:00,200.0,0.0,200.0,15.0,HEL1OS
2026-06-10 18:24:06+00:00,2026-06-10 18:24:52+00:00,2026-06-10 18:24:58+00:00,265.0,0.0,265.0,52.0,HEL1OS
2026-06-10 18:31:34+00:00,2026-06-10 18:33:04+00:00,2026-06-10 18:35:06+00:00,249.0,0.0,249.0,212.0,HEL1OS
2026-06-10 18:36:54+00:00,2026-06-10 18:37:27+00:00,2026-06-10 18:39:16+00:00,260.0,0.0,260.0,142.0,HEL1OS
2026-06-10 18:49:18+00:00,2026-06-10 18:49:35+00:00,2026-06-10 18:49:55+00:00,248.0,0.0,248.0,37.0,HEL1OS
2026-06-10 18:51:59+00:00,2026-06-10 18:52:25+00:00,2026-06-10 18:53:55+00:00,292.0,0.0,292.0,116.0,HEL1OS
2026-06-10 18:59:02+00:00,2026-06-10 19:00:44+00:00,2026-06-10 19:02:41+00:00,266.0,0.0,266.0,219.0,HEL1OS
2026-06-10 19:28:18+00:00,2026-06-10 19:28:27+00:00,2026-06-10 19:28:41+00:00,212.0,0.0,212.0,23.0,HEL1OS
2026-06-10 19:34:20+00:00,2026-06-10 19:35:46+00:00,2026-06-10 19:35:53+00:00,215.0,0.0,215.0,93.0,HEL1OS
2026-06-10 19:38:28+00:00,2026-06-10 19:38:44+00:00,2026-06-10 19:39:16+00:00,243.0,0.0,243.0,48.0,HEL1OS
2026-06-10 19:41:09+00:00,2026-06-10 19:41:18+00:00,2026-06-10 19:41:49+00:00,237.0,0.0,237.0,40.0,HEL1OS
2026-06-10 19:50:33+00:00,2026-06-10 19:51:49+00:00,2026-06-10 19:56:37+00:00,275.0,0.0,275.0,364.0,HEL1OS
2026-06-10 20:05:47+00:00,2026-06-10 20:05:54+00:00,2026-06-10 20:07:16+00:00,275.0,0.0,275.0,89.0,HEL1OS
2026-06-10 20:08:49+00:00,2026-06-10 20:09:36+00:00,2026-06-10 20:09:59+00:00,302.0,0.0,302.0,70.0,HEL1OS
2026-06-10 20:18:31+00:00,2026-06-10 20:18:35+00:00,2026-06-10 20:19:47+00:00,243.0,0.0,243.0,76.0,HEL1OS
2026-06-10 20:24:07+00:00,2026-06-10 20:25:04+00:00,2026-06-10 20:25:19+00:00,246.0,0.0,246.0,72.0,HEL1OS
2026-06-10 20:26:52+00:00,2026-06-10 20:27:15+00:00,2026-06-10 20:28:48+00:00,265.0,0.0,265.0,116.0,HEL1OS
2026-06-10 20:48:49+00:00,2026-06-10 20:48:49+00:00,2026-06-10 20:49:52+00:00,295.0,0.0,295.0,63.0,HEL1OS
2026-06-10 21:01:06+00:00,2026-06-10 21:01:12+00:00,2026-06-10 21:01:36+00:00,179.0,0.0,179.0,30.0,HEL1OS
2026-06-10 21:10:11+00:00,2026-06-10 21:10:28+00:00,2026-06-10 21:11:38+00:00,211.0,0.0,211.0,87.0,HEL1OS
2026-06-10 21:15:02+00:00,2026-06-10 21:15:26+00:00,2026-06-10 21:15:49+00:00,191.0,0.0,191.0,47.0,HEL1OS
2026-06-10 21:30:51+00:00,2026-06-10 21:32:34+00:00,2026-06-10 21:32:39+00:00,239.0,0.0,239.0,108.0,HEL1OS
2026-06-10 21:49:02+00:00,2026-06-10 21:49:04+00:00,2026-06-10 21:49:56+00:00,223.0,0.0,223.0,54.0,HEL1OS
2026-06-10 21:52:34+00:00,2026-06-10 21:52:44+00:00,2026-06-10 21:52:47+00:00,187.0,0.0,187.0,13.0,HEL1OS
2026-06-10 21:55:20+00:00,2026-06-10 21:56:13+00:00,2026-06-10 21:57:05+00:00,202.0,0.0,202.0,105.0,HEL1OS
2026-06-10 21:59:02+00:00,2026-06-10 21:59:46+00:00,2026-06-10 22:00:23+00:00,211.0,0.0,211.0,81.0,HEL1OS
2026-06-10 22:03:20+00:00,2026-06-10 22:04:15+00:00,2026-06-10 22:04:45+00:00,237.0,0.0,237.0,85.0,HEL1OS
2026-06-10 22:10:18+00:00,2026-06-10 22:10:20+00:00,2026-06-10 22:10:55+00:00,198.0,0.0,198.0,37.0,HEL1OS
2026-06-10 22:17:03+00:00,2026-06-10 22:17:11+00:00,2026-06-10 22:17:38+00:00,212.0,0.0,212.0,35.0,HEL1OS
2026-06-10 22:20:15+00:00,2026-06-10 22:20:52+00:00,2026-06-10 22:20:52+00:00,316.0,0.0,316.0,37.0,HEL1OS
2026-06-10 22:26:39+00:00,2026-06-10 22:28:02+00:00,2026-06-10 22:29:15+00:00,319.0,0.0,319.0,156.0,HEL1OS
2026-06-10 22:31:38+00:00,2026-06-10 22:32:09+00:00,2026-06-10 22:32:48+00:00,323.0,0.0,323.0,70.0,HEL1OS
2026-06-10 22:37:33+00:00,2026-06-10 22:38:21+00:00,2026-06-10 22:39:06+00:00,251.0,0.0,251.0,93.0,HEL1OS
2026-06-10 22:43:26+00:00,2026-06-10 22:43:42+00:00,2026-06-10 22:44:10+00:00,305.0,0.0,305.0,44.0,HEL1OS
2026-06-10 22:48:01+00:00,2026-06-10 22:48:03+00:00,2026-06-10 22:48:15+00:00,135.0,0.0,135.0,14.0,HEL1OS
2026-06-10 22:49:52+00:00,2026-06-10 22:50:39+00:00,2026-06-10 22:50:58+00:00,314.0,0.0,314.0,66.0,HEL1OS
2026-06-10 23:03:59+00:00,2026-06-10 23:04:27+00:00,2026-06-10 23:05:21+00:00,259.0,0.0,259.0,82.0,HEL1OS
2026-06-10 23:12:01+00:00,2026-06-10 23:13:12+00:00,2026-06-10 23:13:21+00:00,233.0,0.0,233.0,80.0,HEL1OS
2026-06-10 23:15:28+00:00,2026-06-10 23:15:41+00:00,2026-06-10 23:16:37+00:00,254.0,0.0,254.0,69.0,HEL1OS
2026-06-10 23:21:46+00:00,2026-06-10 23:27:21+00:00,2026-06-10 23:27:40+00:00,414.0,0.0,414.0,354.0,HEL1OS
2026-06-10 23:34:12+00:00,2026-06-10 23:35:51+00:00,2026-06-10 23:43:50+00:00,276.0,0.0,276.0,578.0,HEL1OS
2026-06-10 23:45:36+00:00,2026-06-10 23:48:10+00:00,2026-06-10 23:58:58+00:00,365.0,0.0,365.0,802.0,HEL1OS
